Year,State,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"59,258",9.3
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,474",8.8
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","24,080",14.9
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"7,773",15.4
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"65,544",6.9
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","10,843",0.8
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"20,344",7.2
2012,ALABAMA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"78,045",17.9
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","2,107,901",25.3
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","1,183,752",38.2
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),770,28.1
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"101,126",92
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,150",13.5
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","459,245",16.4
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"7,529",15.8
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"236,643",(H)
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","349,770",5.5
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","115,134",9.9
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"24,982",13.6
2012,ARKANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"672,960",21.4
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","45,156",14.4
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)", (D),(D)
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),584,37.7
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"29,161",32.5
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),954,42
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)", (D),(D)
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"3,670",26.5
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"31,497",13.1
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"9,349",25.6
2012,DELAWARE,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"47,301",15.9
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","23,465",0.2
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),895,8.4
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"59,626",1.8
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,210",11.2
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"8,786",5.6
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"46,389",7
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"26,514",7.3
2012,GEORGIA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"47,248",5.4
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","2,108,799",1.8
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","1,574,022",2.2
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"20,409",5.2
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"1,434,231",2.7
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"36,643",4.4
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","315,634",4.9
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"148,882",3.4
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"2,209,725",2.2
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","159,922",7.5
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","59,221",19.2
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"410,540",2.1
2012,ILLINOIS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"2,564,228",2
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","1,389,300",4.4
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","1,038,060",3.5
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"19,925",8.2
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"771,497",6.5
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"32,020",4.3
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","247,674",9.2
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"111,182",7
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"1,053,891",1.6
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D),(D)
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"259,316",4.1
2012,INDIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"1,507,048",2.8
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","1,190,560",10.6
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","861,823",13.5
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"18,097",4.8
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"1,941,056",18.2
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"37,418",3.4
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","200,582",12.6
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"176,048",5.3
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"2,866,363",10.3
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","80,658",3.5
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","47,497",0.1
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"547,790",20.1
2012,IOWA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"2,524,262",8.3
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","955,474",14.2
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","700,013",9
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"5,864",6.2
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"643,560",4.3
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"16,180",10
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","140,348",25.9
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"76,688",4.4
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"879,203",5.6
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","78,132",39.5
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","36,981",57.6
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"210,231",3.8
2012,KANSAS,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"1,015,388",4.1
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","604,256",6.1
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","363,690",2.1
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"6,110",25.7
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"162,032",11.3
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"11,951",13.5
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","117,670",3.8
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"41,030",8.3
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"225,103",8.2
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","88,544",19
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","34,352",25.2
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"81,375",4.5
2012,KENTUCKY,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"336,524",7.1
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","594,974",9.7
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","369,543",8.4
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),470,33
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"58,234",10.1
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),993,45.7
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","148,385",18.3
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"4,223",52.4
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"142,353",12.4
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D),(D)
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"10,232",32.2
2012,LOUISIANA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"302,171",16.4
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","108,430",4.1
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","81,967",5.5
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"2,089",14.7
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"84,460",13.4
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"4,343",20.3
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","16,863",0.3
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"15,633",34.3
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"104,967",15.7
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","9,600",0.2
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"33,472",29.7
2012,MARYLAND,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"122,221",16.2
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","333,726",1.4
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","236,679",2
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"10,368",5.5
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"428,586",3.1
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"22,615",4.8
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)", (D),(D)
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"74,189",4.6
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"474,756",2.1
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","51,195",0.1
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"177,452",3.4
2012,MICHIGAN,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"461,752",2.9
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","1,713,005",12.8
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","1,240,916",16.1
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"12,204",20.1
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"1,200,693",20.6
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"28,341",19.6
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","256,872",14
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"137,016",23.9
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"1,666,518",2.3
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","162,758",9.6
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","52,459",32.2
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"413,920",8.6
2012,MINNESOTA,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"1,834,067",2.9
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","1,240,485",17.4
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","538,349",5.1
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,106",43.4
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"97,997",18.5
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"3,218",40.4
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","302,022",36.4
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"10,798",32.7
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"173,874",33.2
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","291,914",29.2
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","108,200",15
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"25,211",24.5
2012,MISSISSIPPI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"403,788",39.6
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","1,846,793",0.8
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","1,211,474",0.9
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"11,856",3.4
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"690,610",1.5
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"27,935",4.5
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","302,901",3.4
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"110,683",3.4
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"955,984",2.7
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","223,822",1.9
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","108,596",0.4
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"258,668",1.3
2012,MISSOURI,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"1,347,746",1.8
